title,artist,link
Blackwork' sampler. Miss Waddel,Miss Waddell Blackwork' sampler. Miss Waddel,https://collections.ed.ac.uk/art/record/102670?highlight=*:*
Untitled (1963),Iona Murray Untitled ,https://collections.ed.ac.uk/art/record/99402?highlight=*:*
Portrait of a Boy (1955),Peter McGinn Portrait of a Boy ,https://collections.ed.ac.uk/art/record/21219?highlight=*:*
Interior Scene,Sigrid Gordon Interior Scene,https://collections.ed.ac.uk/art/record/21462?highlight=*:*
Seated Nude Woman (1951),James P W Syme Seated Nude Woman ,https://collections.ed.ac.uk/art/record/22513?highlight=*:*
Untitled (Unknown),Donald Clark Untitled ,https://collections.ed.ac.uk/art/record/21636?highlight=*:*
Unknown (Circa 1890),Unknown Unknown ,https://collections.ed.ac.uk/art/record/50460?highlight=*:*
Espresso Saucer,Emma Gillies Espresso Saucer,https://collections.ed.ac.uk/art/record/53688?highlight=*:*
Seated Man on White Chair (1989),Claire E. Banks Seated Man on White Chair ,https://collections.ed.ac.uk/art/record/22555?highlight=*:*
Late-night (Circa 1959),John Boyle Late-night ,https://collections.ed.ac.uk/art/record/21335?highlight=*:*
Unknown (1950),Francis Curran Unknown ,https://collections.ed.ac.uk/art/record/50505?highlight=*:*
Queen Anne chair cover (1700-1750),Unknown Queen Anne chair cover ,https://collections.ed.ac.uk/art/record/102711?highlight=*:*
Corner of the Garden Palazzo Barderini Rome (FEB 1948),Marjorie Wallace Corner of the Garden Palazzo Barderini Rome ,https://collections.ed.ac.uk/art/record/20852?highlight=*:*
North Berwick from Belhaven Bay (Unknown),Catherine Orbach North Berwick from Belhaven Bay ,https://collections.ed.ac.uk/art/record/21792?highlight=*:*
Unknown (MAY 1949),John W. Corner Unknown ,https://collections.ed.ac.uk/art/record/50520?highlight=*:*
Unknown (1958),Katherine Cowan Unknown ,https://collections.ed.ac.uk/art/record/50514?highlight=*:*
Morgue (1997),Susan Calder Morgue ,https://collections.ed.ac.uk/art/record/22684?highlight=*:*
Untitled (2007),Vikki Hill Untitled ,https://collections.ed.ac.uk/art/record/99966?highlight=*:*
Trafalgar Square (1963),Unknown Trafalgar Square ,https://collections.ed.ac.uk/art/record/21773?highlight=*:*
Profile of Seated Male Nude (1959),Denness Morton Profile of Seated Male Nude ,https://collections.ed.ac.uk/art/record/20888?highlight=*:*
Standing Female Nude in Bathroom (1953),Ian West Standing Female Nude in Bathroom ,https://collections.ed.ac.uk/art/record/20989?highlight=*:*
Standing Male Nude (1952),Unknown Standing Male Nude ,https://collections.ed.ac.uk/art/record/21222?highlight=*:*
Snowed Under (1998),John Brown Snowed Under ,https://collections.ed.ac.uk/art/record/21863?highlight=*:*
Seated Male Nude (1956),James Robertson Seated Male Nude ,https://collections.ed.ac.uk/art/record/21245?highlight=*:*
Untitled (2006),Siri Gossman Untitled ,https://collections.ed.ac.uk/art/record/99883?highlight=*:*
Portrait of a Man (1952),J Shillabeer Portrait of a Man ,https://collections.ed.ac.uk/art/record/21201?highlight=*:*
Unknown (1952),George Roderick Carmichael Unknown ,https://collections.ed.ac.uk/art/record/50568?highlight=*:*
Untitled (1986),Sylvia Cameron Untitled ,https://collections.ed.ac.uk/art/record/21716?highlight=*:*
Rooftops,A McIntosh Rooftops,https://collections.ed.ac.uk/art/record/21465?highlight=*:*
Rockpools,Rosemary Reid Rockpools,https://collections.ed.ac.uk/art/record/20762?highlight=*:*
Lid,Emma Gillies Lid,https://collections.ed.ac.uk/art/record/122080?highlight=*:*
Untitled (2004),Rebecca Firth Untitled ,https://collections.ed.ac.uk/art/record/21818?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/50384?highlight=*:*
Portrait of Sister (1958),Frances M. Walker Portrait of Sister ,https://collections.ed.ac.uk/art/record/22680?highlight=*:*
Untitled (1946),Eileen Bennett Untitled ,https://collections.ed.ac.uk/art/record/21733?highlight=*:*
William Shakespeare Otelo (1983),Boris Bu,https://collections.ed.ac.uk/art/record/22040?highlight=*:*
Untitled,A. Parkinson Untitled,https://collections.ed.ac.uk/art/record/112501?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21563?highlight=*:*
Architectural Scene (1989),Joanne Leonie Milne Architectural Scene ,https://collections.ed.ac.uk/art/record/21451?highlight=*:*
Sweeps and Chimney Pots (Circa 1952),Frances M. Walker Sweeps and Chimney Pots ,https://collections.ed.ac.uk/art/record/102659?highlight=*:*
The Kennelmen's Lunch Hour (1951),Maureen Baird The Kennelmen's Lunch Hour ,https://collections.ed.ac.uk/art/record/122806?highlight=*:*
Unknown (Unknown),Unknown Unknown ,https://collections.ed.ac.uk/art/record/21857?highlight=*:*
Untitled,Untitled,https://collections.ed.ac.uk/art/record/112505?highlight=*:*
Seated Female Nude on Yellow Spread (Circa 1950),Thomas E. Clapperton Seated Female Nude on Yellow Spread ,https://collections.ed.ac.uk/art/record/122747?highlight=*:*
Untitled,Kirkland Main Untitled,https://collections.ed.ac.uk/art/record/99987?highlight=*:*
Abstracted Guitar Player (1960),Denness Morton Abstracted Guitar Player ,https://collections.ed.ac.uk/art/record/21082?highlight=*:*
Udder Hand (2016),Eden Hawkins Udder Hand ,https://collections.ed.ac.uk/art/record/99265?highlight=*:*
Untited (1986),Paul Furneaux Untited ,https://collections.ed.ac.uk/art/record/21611?highlight=*:*
Untitled (1946),Dorothy M. Peach Untitled ,https://collections.ed.ac.uk/art/record/21738?highlight=*:*
Portrait of a Woman Wearing a Hat (1951),Alexandra Bennett Portrait of a Woman Wearing a Hat ,https://collections.ed.ac.uk/art/record/21232?highlight=*:*
Standing Male Nude,John Houston Standing Male Nude,https://collections.ed.ac.uk/art/record/21047?highlight=*:*
Untitled (Unknown),Sabine R Untitled ,https://collections.ed.ac.uk/art/record/21640?highlight=*:*
1st State (Unknown),Euan Gray ,https://collections.ed.ac.uk/art/record/21951?highlight=*:*
Standing Male Nude with Stick (1958),Lesley Crawford Standing Male Nude with Stick ,https://collections.ed.ac.uk/art/record/21110?highlight=*:*
Untitled (1961),Norma Kirk Untitled ,https://collections.ed.ac.uk/art/record/22011?highlight=*:*
Sugar Bowl with Spoon,Janet Gillies Sugar Bowl with Spoon,https://collections.ed.ac.uk/art/record/122545?highlight=*:*
Blue and Black Grid,Joan E. Smith Blue and Black Grid,https://collections.ed.ac.uk/art/record/22550?highlight=*:*
Untitled,John Nichol Untitled,https://collections.ed.ac.uk/art/record/112448?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/53602?highlight=*:*
View of Edinburgh (Balmoral Hotel),R Urgolini ,https://collections.ed.ac.uk/art/record/21499?highlight=*:*
Portrait of a Seated Man in Uniform (1955),James Robertson Portrait of a Seated Man in Uniform ,https://collections.ed.ac.uk/art/record/20805?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53630?highlight=*:*
Unknown (1994),Esther Tacke Unknown ,https://collections.ed.ac.uk/art/record/21914?highlight=*:*
Dying Gaul (1822),Unknown Dying Gaul ,https://collections.ed.ac.uk/art/record/20597?highlight=*:*
Standing Female Nude (1957),D G Seymour Standing Female Nude ,https://collections.ed.ac.uk/art/record/20963?highlight=*:*
Goat,Emma Gillies Goat,https://collections.ed.ac.uk/art/record/53746?highlight=*:*
Pink Nude Study*,Elsie Blomgren Pink Nude Study,https://collections.ed.ac.uk/art/record/122831?highlight=*:*
Female Nude Seated on a Chair (1953),Margaret Ronald Female Nude Seated on a Chair ,https://collections.ed.ac.uk/art/record/20950?highlight=*:*
Portrait of a Man (Circa 1963),Ruth M. L. Walker Portrait of a Man ,https://collections.ed.ac.uk/art/record/122900?highlight=*:*
Still Life with Two Birds (1975),Kenneth W. Bushe Still Life with Two Birds ,https://collections.ed.ac.uk/art/record/22635?highlight=*:*
Untitled - Woodland Fantasy in Green (1963),Jean M. Marshall Untitled - Woodland Fantasy in Green ,https://collections.ed.ac.uk/art/record/99362?highlight=*:*
Male Nude at Wash Bowl (recto) (1946),Unknown Male Nude at Wash Bowl ,https://collections.ed.ac.uk/art/record/22649?highlight=*:*
Untitled (Sucker Darts) (2016),James Howden Untitled ,https://collections.ed.ac.uk/art/record/113746?highlight=*:*
Teacup,Emma Gillies Teacup,https://collections.ed.ac.uk/art/record/53650?highlight=*:*
The Boundary of Balance (2019),Dong Ding The Boundary of Balance ,https://collections.ed.ac.uk/art/record/113743?highlight=*:*
Reclining Female Nude with Fans (1947),Sheena Page Reclining Female Nude with Fans ,https://collections.ed.ac.uk/art/record/122898?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21916?highlight=*:*
Portrait Male (1975),Andrew J. Neil Portrait Male ,https://collections.ed.ac.uk/art/record/22726?highlight=*:*
Reclining Male Nude (1958),Rosemary Wright Reclining Male Nude ,https://collections.ed.ac.uk/art/record/20860?highlight=*:*
Gem cabinet 5 (of 6) containing 43 medallions,Unknown Gem cabinet ,https://collections.ed.ac.uk/art/record/20619?highlight=*:*
Reclining Female Nude (1957),Duncan Thomson Reclining Female Nude ,https://collections.ed.ac.uk/art/record/21104?highlight=*:*
Portrait of a Man (1959),Campbell Portrait of a Man ,https://collections.ed.ac.uk/art/record/20971?highlight=*:*
Unknown (1984-1985),Olivia Irvine Unknown ,https://collections.ed.ac.uk/art/record/53563?highlight=*:*
Unknown (1950),Marion M Cooper Unknown ,https://collections.ed.ac.uk/art/record/50392?highlight=*:*
Unknown,Duncan Currie Unknown,https://collections.ed.ac.uk/art/record/50389?highlight=*:*
Sky with Floating Kites (Circa 1968),Charles Ian Patterson Sky with Floating Kites ,https://collections.ed.ac.uk/art/record/22588?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Riders from South Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20724?highlight=*:*
Reclining Male Nude (1949),Zygmunt Bukowski Reclining Male Nude ,https://collections.ed.ac.uk/art/record/21324?highlight=*:*
Vilnius Academy of Fine Arts,Unknown Vilnius Academy of Fine Arts,https://collections.ed.ac.uk/art/record/99853?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),Riders from the West Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20670?highlight=*:*
Seated Female Nude with Striped Floor Drape,Unknown Seated Female Nude with Striped Floor Drape,https://collections.ed.ac.uk/art/record/22642?highlight=*:*
Face Value (2007),Annette Kierulf Face Value ,https://collections.ed.ac.uk/art/record/99902?highlight=*:*
Untitled - Street Scene (1960),Frederick C White Untitled - Street Scene ,https://collections.ed.ac.uk/art/record/99453?highlight=*:*
Grey Cover,Unknown Grey Cover,https://collections.ed.ac.uk/art/record/22633?highlight=*:*
Portrait of a Man (1953),Ian J. D. Short Portrait of a Man ,https://collections.ed.ac.uk/art/record/22695?highlight=*:*
"In ""Head"" 73 (1973)",Gavin Robson In ,https://collections.ed.ac.uk/art/record/99404?highlight=*:*
Chinese sleeveband. Figures,Unknown Chinese sleeveband. Figures,https://collections.ed.ac.uk/art/record/102700?highlight=*:*
Untitled (1966),Maureen Dawson Untitled ,https://collections.ed.ac.uk/art/record/99845?highlight=*:*
Man and Cauldron (1950),Alfred Hackney Man and Cauldron ,https://collections.ed.ac.uk/art/record/21029?highlight=*:*
Grooms and Riders from North Frieze of the Parthenon (1836-1837),Grooms and Riders from North Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20712?highlight=*:*
Theatrical Performance,Robert Maclaurin Theatrical Performance,https://collections.ed.ac.uk/art/record/21513?highlight=*:*
Champagne (1993),Robert I Montgomery Champagne ,https://collections.ed.ac.uk/art/record/99416?highlight=*:*
Standing Male Nude (1960),Thomas T Robertson Standing Male Nude ,https://collections.ed.ac.uk/art/record/20806?highlight=*:*
Portrait of a Woman (1952),W Baxter Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21205?highlight=*:*
Portrait of a Man (1950),Katherine B K Burns Portrait of a Man ,https://collections.ed.ac.uk/art/record/21390?highlight=*:*
History of a Medium (1971),Eduardo Luigi Paolozzi KBE,https://collections.ed.ac.uk/art/record/21696?highlight=*:*
Standing Male Nude (1930-1931),Thomas Pow Standing Male Nude ,https://collections.ed.ac.uk/art/record/21126?highlight=*:*
Blue Waterfall,Andrew Mackenzie Blue Waterfall,https://collections.ed.ac.uk/art/record/20751?highlight=*:*
Standing Man with Scythe,John Houston Standing Man with Scythe,https://collections.ed.ac.uk/art/record/20770?highlight=*:*
Four way / Exchange Portfolio (Unknown),Unknown Four way ,https://collections.ed.ac.uk/art/record/99854?highlight=*:*
Venice (1951),Sax Shaw Venice ,https://collections.ed.ac.uk/art/record/99849?highlight=*:*
Mountainous Landscape (Circa 1974),Peter Wheeler Mountainous Landscape ,https://collections.ed.ac.uk/art/record/122813?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/53509?highlight=*:*
Lamb (1920s),Emma Gillies Lamb ,https://collections.ed.ac.uk/art/record/122126?highlight=*:*
Untitled - Life Drawing of Woman Reclining on a Bed (1967),Isobel T Johnstone Untitled - Life Drawing of Woman Reclining on a Bed ,https://collections.ed.ac.uk/art/record/99249?highlight=*:*
Portrait of a Woman in a Headdress,Adam Bruce Thomson Portrait of a Woman in a Headdress,https://collections.ed.ac.uk/art/record/20828?highlight=*:*
Treasure on a Loch,John Brown Treasure on a Loch,https://collections.ed.ac.uk/art/record/22603?highlight=*:*
Figure in Rocky Landscape at Sunset (1964),James Goodall Figure in Rocky Landscape at Sunset ,https://collections.ed.ac.uk/art/record/122842?highlight=*:*
Unknown,Linda Hennker Unknown,https://collections.ed.ac.uk/art/record/50375?highlight=*:*
Unknown (1957),Peter Coyle Unknown ,https://collections.ed.ac.uk/art/record/50512?highlight=*:*
Untitled - Figure Drawing of A Woman with Pig Tails (1965),Gordon Bryce Untitled - Figure Drawing of A Woman with Pig Tails ,https://collections.ed.ac.uk/art/record/99281?highlight=*:*
Teacup,Emma Gillies Teacup,https://collections.ed.ac.uk/art/record/53652?highlight=*:*
Portrait of a Woman (1955),Edith Duke Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21218?highlight=*:*
(2003),Unknown ,https://collections.ed.ac.uk/art/record/99930?highlight=*:*
Untitled (1999),Kate Baker Untitled ,https://collections.ed.ac.uk/art/record/21882?highlight=*:*
Standing Male Nude (1950),Cecile E M Johnston Standing Male Nude ,https://collections.ed.ac.uk/art/record/21026?highlight=*:*
Untitled (1968),Alistair Bell Untitled ,https://collections.ed.ac.uk/art/record/99378?highlight=*:*
Two Men in a Country Landscape (1952),James P W Syme Two Men in a Country Landscape ,https://collections.ed.ac.uk/art/record/22717?highlight=*:*
For They Shall See God (2006),Jennifer M. Hughes For They Shall See God ,https://collections.ed.ac.uk/art/record/99881?highlight=*:*
Sketch for Final Composition,Colin Brown Sketch for Final Composition,https://collections.ed.ac.uk/art/record/53566?highlight=*:*
Unknown (1965),McLeod Unknown ,https://collections.ed.ac.uk/art/record/53594?highlight=*:*
Untitled (1947),Sheila Turnbull Untitled ,https://collections.ed.ac.uk/art/record/111032?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/53553?highlight=*:*
Cap insert (1800-1899),Unknown Cap insert ,https://collections.ed.ac.uk/art/record/102709?highlight=*:*
Still Life with Apples (Circa 1966),Jean E. Selby Still Life with Apples ,https://collections.ed.ac.uk/art/record/122764?highlight=*:*
November Afternoon (1982),Gwyneth M. Leech November Afternoon ,https://collections.ed.ac.uk/art/record/99433?highlight=*:*
Stately Dance (1947),Allan W. Robson Stately Dance ,https://collections.ed.ac.uk/art/record/21741?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),Riders from the North Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20704?highlight=*:*
"Small Classical Head, possibly Apollo",Small Classical Head,https://collections.ed.ac.uk/art/record/20605?highlight=*:*
Reflections on métro at 7.15 am (1963),Ann F Ward Reflections on m,https://collections.ed.ac.uk/art/record/99339?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53657?highlight=*:*
Untitled,David C Duke Untitled,https://collections.ed.ac.uk/art/record/22574?highlight=*:*
"Unknown, Abstract",Paresh Chandra Chakraborty Unknown,https://collections.ed.ac.uk/art/record/99485?highlight=*:*
Untitled (Unknown),Annabel Keatley Untitled ,https://collections.ed.ac.uk/art/record/21609?highlight=*:*
Vase (1920s),Emma Gillies Vase ,https://collections.ed.ac.uk/art/record/122136?highlight=*:*
Unknown (1950),Unknown Unknown ,https://collections.ed.ac.uk/art/record/53507?highlight=*:*
Standing Male Nude with Cane (1958),Lesley Crawford Standing Male Nude with Cane ,https://collections.ed.ac.uk/art/record/21109?highlight=*:*
Back of Standing Female Nude in Clay Modelling Class (1973),Robin S. Taylor Back of Standing Female Nude in Clay Modelling Class ,https://collections.ed.ac.uk/art/record/123115?highlight=*:*
Portrait of a Man,Anthony Sinclair Portrait of a Man,https://collections.ed.ac.uk/art/record/21471?highlight=*:*
Esme (1949),Betty Elston Esme ,https://collections.ed.ac.uk/art/record/22694?highlight=*:*
Oranges (2018),Jessica Gasson Oranges ,https://collections.ed.ac.uk/art/record/102753?highlight=*:*
"Metope 29, south entablature, Parthenon (1837)",Metope ,https://collections.ed.ac.uk/art/record/20648?highlight=*:*
Side Plate,Emma Gillies Side Plate,https://collections.ed.ac.uk/art/record/53610?highlight=*:*
Allegro Moderato Firemans' Parade (1977),Eduardo Luigi Paolozzi KBE,https://collections.ed.ac.uk/art/record/21697?highlight=*:*
Old Man Sitting,Agnes Sim Old Man Sitting,https://collections.ed.ac.uk/art/record/122779?highlight=*:*
Reclining Seated Male Nude (1958),Peter Standen Reclining Seated Male Nude ,https://collections.ed.ac.uk/art/record/20866?highlight=*:*
View of Garden with Washing Lines (1987),Margaret L. Smyth View of Garden with Washing Lines ,https://collections.ed.ac.uk/art/record/22559?highlight=*:*
Reclining Male Nude (25 NOV 1949),Adam Robson Reclining Male Nude ,https://collections.ed.ac.uk/art/record/20811?highlight=*:*
Untitled (Unknown),J Nicoll Untitled ,https://collections.ed.ac.uk/art/record/21728?highlight=*:*
Parthenon Frieze in Miniature,John Henning Parthenon Frieze in Miniature,https://collections.ed.ac.uk/art/record/20584?highlight=*:*
Espresso Cup,Emma Gillies Espresso Cup,https://collections.ed.ac.uk/art/record/53700?highlight=*:*
Untitled (Unknown),Renny Tait Untitled ,https://collections.ed.ac.uk/art/record/21723?highlight=*:*
Teacup,Emma Gillies Teacup,https://collections.ed.ac.uk/art/record/53642?highlight=*:*
Portrait of a Man (11 NOV 1957),R Wright Portrait of a Man ,https://collections.ed.ac.uk/art/record/20904?highlight=*:*
"Acanthus Scrolls, Temple of Venus Genetrix, Rome",Unknown Acanthus Scrolls,https://collections.ed.ac.uk/art/record/20560?highlight=*:*
Unknown (1957),Peter G. Collins Unknown ,https://collections.ed.ac.uk/art/record/50399?highlight=*:*
Works of a Strange Device: Drawing Smoke (2016),Suzanne Priestley Jonathan Lyn Works of a Strange Device,https://collections.ed.ac.uk/art/record/99239?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),Riders from the West Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20676?highlight=*:*
Unknown,George Roderick Carmichael Unknown,https://collections.ed.ac.uk/art/record/50566?highlight=*:*
Male Portrait (1959),Peter McGinn Male Portrait ,https://collections.ed.ac.uk/art/record/22686?highlight=*:*
Free Fall (1985),Robert Adam Free Fall ,https://collections.ed.ac.uk/art/record/21593?highlight=*:*
Abstract (1989),Linda A. Henniker Abstract ,https://collections.ed.ac.uk/art/record/21455?highlight=*:*
Figure of a river-god from west pediment,Figure of a river-god from west pediment,https://collections.ed.ac.uk/art/record/20633?highlight=*:*
Untitled - Abstract Collage (1969),Leslie McConnell Untitled - Abstract Collage ,https://collections.ed.ac.uk/art/record/99408?highlight=*:*
Organic Abstract Mural Design (1968),Janet G Leask Organic Abstract Mural Design ,https://collections.ed.ac.uk/art/record/99261?highlight=*:*
Still Life with Tea and Coffee Pots (1960),Elizabeth M. Hansen Still Life with Tea and Coffee Pots ,https://collections.ed.ac.uk/art/record/99838?highlight=*:*
Unknown,Christopher Nugent Unknown,https://collections.ed.ac.uk/art/record/50429?highlight=*:*
Nude Female in Studio (1967),Sylvia M. R. Cameron Nude Female in Studio ,https://collections.ed.ac.uk/art/record/122909?highlight=*:*
Two Red Abstract People,Francis Convery Two Red Abstract People,https://collections.ed.ac.uk/art/record/111440?highlight=*:*
Aerial View of a Street (1965),Laura McPherson Aerial View of a Street ,https://collections.ed.ac.uk/art/record/99394?highlight=*:*
Bar at 1732 St Charles (02 AUG 1973),Jonathan Woodham Bar at ,https://collections.ed.ac.uk/art/record/21433?highlight=*:*
Standing Female Nude (1969),Rosemary Matheson Standing Female Nude ,https://collections.ed.ac.uk/art/record/21098?highlight=*:*
Horses from North Frieze of the Parthenon (1836-1837),Horses from North Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20716?highlight=*:*
Machine stitched net (1946),Unknown Machine stitched net ,https://collections.ed.ac.uk/art/record/102688?highlight=*:*
Bust of Queen Nefertiti (Coloured),Bust of Queen Nefertiti ,https://collections.ed.ac.uk/art/record/20621?highlight=*:*
Untitled (Unknown),David C Duke Untitled ,https://collections.ed.ac.uk/art/record/21979?highlight=*:*
Untitled (1969),Richard Easson Untitled ,https://collections.ed.ac.uk/art/record/22493?highlight=*:*
Portrait of a Woman (1951),Andrew Kidd Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21235?highlight=*:*
Untitled,Dr Ainslie Yule Untitled,https://collections.ed.ac.uk/art/record/99533?highlight=*:*
Portrait of an Elderly Man (1956),J Salter Portrait of an Elderly Man ,https://collections.ed.ac.uk/art/record/21190?highlight=*:*
Portrait of a Man (1956),Lawrence F. Baxter Portrait of a Man ,https://collections.ed.ac.uk/art/record/21182?highlight=*:*
Car Interior,Elise Brown Car Interior,https://collections.ed.ac.uk/art/record/21495?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),Riders from the West Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20677?highlight=*:*
Untitled - Two Apes Sun Bathing (1963),Ann F Ward Untitled - Two Apes Sun Bathing ,https://collections.ed.ac.uk/art/record/99347?highlight=*:*
Sampler Helen Martin (1936),Helen Martin Sampler Helen Martin ,https://collections.ed.ac.uk/art/record/102669?highlight=*:*
Horses and men (facing left),Horses and men ,https://collections.ed.ac.uk/art/record/20659?highlight=*:*
Standing Male Nude Leaning on a Stool (1952),Unknown Standing Male Nude Leaning on a Stool ,https://collections.ed.ac.uk/art/record/21216?highlight=*:*
Untitled,Mary McKay Untitled,https://collections.ed.ac.uk/art/record/112445?highlight=*:*
Plate,Emma Gillies Plate,https://collections.ed.ac.uk/art/record/53704?highlight=*:*
Figures in a Street with Flags (1952),William I. Millan Figures in a Street with Flags ,https://collections.ed.ac.uk/art/record/122883?highlight=*:*
Portrait of a Seated Woman in a Checked Shirt (Circa 1963),Irene G. Thomson Portrait of a Seated Woman in a Checked Shirt ,https://collections.ed.ac.uk/art/record/122787?highlight=*:*
Untitled (1962),Robert S. Crozier Untitled ,https://collections.ed.ac.uk/art/record/112312?highlight=*:*
Portrait of a Seated Woman (1954),Margaret Proudfoot Portrait of a Seated Woman ,https://collections.ed.ac.uk/art/record/21212?highlight=*:*
"Female Faces, Lips and Dots (Circa 1960)",Jennifer M. Hughes Female Faces,https://collections.ed.ac.uk/art/record/22531?highlight=*:*
Abstract Pale Landscape,Laura Drever Abstract Pale Landscape,https://collections.ed.ac.uk/art/record/22594?highlight=*:*
Untitled (1982),Alice Carter Untitled ,https://collections.ed.ac.uk/art/record/21579?highlight=*:*
Untitled,Unknown Untitled,https://collections.ed.ac.uk/art/record/99861?highlight=*:*
Untitled (1995),John Wallbank Untitled ,https://collections.ed.ac.uk/art/record/21714?highlight=*:*
View of a Shipyard (1966),Roy M. W. Cameron View of a Shipyard ,https://collections.ed.ac.uk/art/record/122837?highlight=*:*
Seated Female Nude (1969),Ian G. Robertson Seated Female Nude ,https://collections.ed.ac.uk/art/record/22727?highlight=*:*
Portrait of an Old Man (1952),Frances Walker Portrait of an Old Man ,https://collections.ed.ac.uk/art/record/20848?highlight=*:*
Untitled (1983),Robert Rivers Untitled ,https://collections.ed.ac.uk/art/record/99805?highlight=*:*
Harbour Scene 'KY16' (1964),John Bellany Harbour Scene 'KY,https://collections.ed.ac.uk/art/record/20743?highlight=*:*
Untitled (May 1987),Annabel Keatley Untitled ,https://collections.ed.ac.uk/art/record/21568?highlight=*:*
Three Female Nudes (1952),Nicholas Patrick Rentiens Three Female Nudes ,https://collections.ed.ac.uk/art/record/21372?highlight=*:*
Portrait of Man in Red Jacket (1968),Michael Docherty Portrait of Man in Red Jacket ,https://collections.ed.ac.uk/art/record/21178?highlight=*:*
"Funerary Statue of Marcellus, nephew of Augustus",Unknown Funerary Statue of Marcellus,https://collections.ed.ac.uk/art/record/20587?highlight=*:*
Striding Male Nude (Circa 1939),Ian R McRobbie Striding Male Nude ,https://collections.ed.ac.uk/art/record/21062?highlight=*:*
Seated Male Nude (1961),Gwendoline Rodger Seated Male Nude ,https://collections.ed.ac.uk/art/record/21289?highlight=*:*
Standing Male Nude (DEC 1951),M McKeown Standing Male Nude ,https://collections.ed.ac.uk/art/record/21225?highlight=*:*
Reclining Female Nude (1969),Gwendoline Rodger Reclining Female Nude ,https://collections.ed.ac.uk/art/record/21276?highlight=*:*
Portrait of a Woman (1953),Lilias Stirling Portrait of a Woman ,https://collections.ed.ac.uk/art/record/22677?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),South Frieze of the Parthenon Frieze ,https://collections.ed.ac.uk/art/record/20696?highlight=*:*
Unknown (1960),Robin E. Bownass Unknown ,https://collections.ed.ac.uk/art/record/50606?highlight=*:*
Espresso Cup,Emma Gillies Espresso Cup,https://collections.ed.ac.uk/art/record/53701?highlight=*:*
Untitled,William Breckenridge Untitled,https://collections.ed.ac.uk/art/record/21458?highlight=*:*
Seated Male Nude (1959),George MacIntosh Seated Male Nude ,https://collections.ed.ac.uk/art/record/20884?highlight=*:*
Schizophrenia (2007),Laura Guoke Schizophrenia ,https://collections.ed.ac.uk/art/record/99903?highlight=*:*
Abstract Composition with Red Squares and Crosses (1976),Gordon MacDonald Abstract Composition with Red Squares and Crosses ,https://collections.ed.ac.uk/art/record/122694?highlight=*:*
Jug,Emma Gillies Jug,https://collections.ed.ac.uk/art/record/122541?highlight=*:*
Unknown (1973),David Hogg Unknown ,https://collections.ed.ac.uk/art/record/53601?highlight=*:*
Plate,Emma Gillies Plate,https://collections.ed.ac.uk/art/record/53673?highlight=*:*
Nighttime Scene of the City and River (1962),Geoffrey J Roper Nighttime Scene of the City and River ,https://collections.ed.ac.uk/art/record/99370?highlight=*:*
Self (1964),Senga Guthrie Self ,https://collections.ed.ac.uk/art/record/53593?highlight=*:*
Seated Female Nude (21 NOV 1957),Sheena McEwan Seated Female Nude ,https://collections.ed.ac.uk/art/record/20900?highlight=*:*
Portrait of Sleeping Woman (1957),Sheena McEwan Portrait of Sleeping Woman ,https://collections.ed.ac.uk/art/record/21009?highlight=*:*
Seated Male Nude (1954),Robert Fraser Seated Male Nude ,https://collections.ed.ac.uk/art/record/21243?highlight=*:*
Unknown (JAN 1984),Moyna Flannigan Unknown ,https://collections.ed.ac.uk/art/record/50404?highlight=*:*
Untitled - Portrait of a Man in a Hat (1963),Anthony J Valentine Untitled - Portrait of a Man in a Hat ,https://collections.ed.ac.uk/art/record/99441?highlight=*:*
Untitled (1946),Esther W. Hamilton Untitled ,https://collections.ed.ac.uk/art/record/21730?highlight=*:*
Untitled (1967),Sylvia M. R. Cameron Untitled ,https://collections.ed.ac.uk/art/record/112303?highlight=*:*
