title,artist,link
Standing Woman (1950),John Parnell Standing Woman ,https://collections.ed.ac.uk/art/record/21067?highlight=*:*
Plate,Emma Gillies Plate,https://collections.ed.ac.uk/art/record/53716?highlight=*:*
Portrait of a Girl in Shirt and Tie (1962),Jean M. A. Conacher Portrait of a Girl in Shirt and Tie ,https://collections.ed.ac.uk/art/record/122809?highlight=*:*
Espresso Cup,Emma Gillies Espresso Cup,https://collections.ed.ac.uk/art/record/53695?highlight=*:*
Unknown (1946),Allan Lefley Unknown ,https://collections.ed.ac.uk/art/record/50487?highlight=*:*
Portrait of a Man (1939-1940),James Gordon Portrait of a Man ,https://collections.ed.ac.uk/art/record/21096?highlight=*:*
Hyde Park,Unknown Hyde Park,https://collections.ed.ac.uk/art/record/50476?highlight=*:*
Untitled (1983),Pauline Cumming Untitled ,https://collections.ed.ac.uk/art/record/21899?highlight=*:*
Unknown (1949),Shand C. Hutchison Unknown ,https://collections.ed.ac.uk/art/record/50530?highlight=*:*
Autumn (1962),Robert S. Crozier Autumn ,https://collections.ed.ac.uk/art/record/112310?highlight=*:*
Portrait of a Young Woman Sketching (1959),Denness Morton Portrait of a Young Woman Sketching ,https://collections.ed.ac.uk/art/record/20887?highlight=*:*
Bow of Fishing Boat (1969),John H McKerrell Bow of Fishing Boat ,https://collections.ed.ac.uk/art/record/99356?highlight=*:*
Landscape (1968),Alison Hutton Landscape ,https://collections.ed.ac.uk/art/record/21272?highlight=*:*
Unknown (1981),Hazel McGlashan Unknown ,https://collections.ed.ac.uk/art/record/50416?highlight=*:*
Monochrome Cityscape (Circa 1976),Martin Churchill Monochrome Cityscape ,https://collections.ed.ac.uk/art/record/22586?highlight=*:*
Untitled (2003),Gillian Curry Untitled ,https://collections.ed.ac.uk/art/record/99927?highlight=*:*
Side Plate,Emma Gillies Side Plate,https://collections.ed.ac.uk/art/record/53615?highlight=*:*
Tajna Crne Ruke (1983),Boris Bu,https://collections.ed.ac.uk/art/record/22030?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/53552?highlight=*:*
Seated Male Nude,Unknown Seated Male Nude,https://collections.ed.ac.uk/art/record/21509?highlight=*:*
"Lloret de Mar, Costa Brava (1958)",Joan F. Biggins Lloret de Mar,https://collections.ed.ac.uk/art/record/50614?highlight=*:*
Unknown (1964),Helen Cargill Unknown ,https://collections.ed.ac.uk/art/record/50500?highlight=*:*
Untitled (1997),Rachel Clark Untitled ,https://collections.ed.ac.uk/art/record/21876?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),Riders from the West Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20668?highlight=*:*
Seated Female Nude (1959),John O'Neill Seated Female Nude ,https://collections.ed.ac.uk/art/record/21155?highlight=*:*
Untitled (Unknown),Simon Yuill Untitled ,https://collections.ed.ac.uk/art/record/21638?highlight=*:*
Espresso Cup,Emma Gillies Espresso Cup,https://collections.ed.ac.uk/art/record/53696?highlight=*:*
House and Garden,Colin Campbell House and Garden,https://collections.ed.ac.uk/art/record/21435?highlight=*:*
Self Portrait (1956),Rose Rifat Self Portrait ,https://collections.ed.ac.uk/art/record/21189?highlight=*:*
Crouching Venus (1834),Sarti Crouching Venus ,https://collections.ed.ac.uk/art/record/20572?highlight=*:*
Yellow Hearted Man in Hat*,Unknown Yellow Hearted Man in Hat,https://collections.ed.ac.uk/art/record/122789?highlight=*:*
"Trawlers, Granton Harbour (1951)",John W. Corner Trawlers,https://collections.ed.ac.uk/art/record/21829?highlight=*:*
Untitled - Portrait of Woman in Profile (1963),Gordon Bryce Untitled - Portrait of Woman in Profile ,https://collections.ed.ac.uk/art/record/99327?highlight=*:*
"St. Martins Bridge, Toledo (Unknown)",William Wilson St. Martins Bridge,https://collections.ed.ac.uk/art/record/21775?highlight=*:*
Untitled (Unknown),Derek McGuire Untitled ,https://collections.ed.ac.uk/art/record/21912?highlight=*:*
Homage to Ernest Hemingway (Circa 1967),Michael Docherty Homage to Ernest Hemingway ,https://collections.ed.ac.uk/art/record/20750?highlight=*:*
Untitled,Gwyneth Duff Untitled,https://collections.ed.ac.uk/art/record/112450?highlight=*:*
2122 Pieces (Nov 2007),Matt Carter ,https://collections.ed.ac.uk/art/record/21812?highlight=*:*
Portrait of a Woman Standing (1957),Rosemary Bagshawe Portrait of a Woman Standing ,https://collections.ed.ac.uk/art/record/21221?highlight=*:*
Northern Highland Landscape (1934),William Wilson Northern Highland Landscape ,https://collections.ed.ac.uk/art/record/21677?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn ,https://collections.ed.ac.uk/art/record/50557?highlight=*:*
Standing Male Nude (1958),Richard McNeill Standing Male Nude ,https://collections.ed.ac.uk/art/record/20892?highlight=*:*
Female Portrait (verso),John Whittaker Female Portrait ,https://collections.ed.ac.uk/art/record/22739?highlight=*:*
Portrait of a Man (1951),Pauline Ken Portrait of a Man ,https://collections.ed.ac.uk/art/record/21238?highlight=*:*
Caged Birds (Circa 1984),Valerie Anderson Caged Birds ,https://collections.ed.ac.uk/art/record/123335?highlight=*:*
Violet (03 NOV 1958),Barbara Strachan Violet ,https://collections.ed.ac.uk/art/record/20867?highlight=*:*
"Vale of Health, Hampstead Heath (1950)",Alexander Cree Vale of Health,https://collections.ed.ac.uk/art/record/50545?highlight=*:*
Landscape with Rocks and Trees (1953-1954),D. Gordon Campbell Landscape with Rocks and Trees ,https://collections.ed.ac.uk/art/record/20797?highlight=*:*
Portrait of a Man,Anthony Sinclair Portrait of a Man,https://collections.ed.ac.uk/art/record/21483?highlight=*:*
Seated Male Nude (Circa 1953),Mollie Parker Seated Male Nude ,https://collections.ed.ac.uk/art/record/20948?highlight=*:*
Full Length Nude Female (1949),Edith A. Blight Full Length Nude Female ,https://collections.ed.ac.uk/art/record/22692?highlight=*:*
"The Old Church, Corstorphine (1939)",Hugh Ross Mackean The Old Church,https://collections.ed.ac.uk/art/record/21827?highlight=*:*
Embroidered panel,Winsome Douglass Embroidered panel,https://collections.ed.ac.uk/art/record/113833?highlight=*:*
Horse of Selene from the east pediment,Horse of Selene from the east pediment,https://collections.ed.ac.uk/art/record/20634?highlight=*:*
Unknown (1969),Brent D. Millar Unknown ,https://collections.ed.ac.uk/art/record/50378?highlight=*:*
Unknown (1956),Alan M. Alexander Unknown ,https://collections.ed.ac.uk/art/record/50594?highlight=*:*
Eclectic (2007),Catherine Sargeant Eclectic ,https://collections.ed.ac.uk/art/record/99852?highlight=*:*
Portrait of a Man (1957),Unknown Portrait of a Man ,https://collections.ed.ac.uk/art/record/21250?highlight=*:*
Unknown (Unknown),Unknown Unknown ,https://collections.ed.ac.uk/art/record/21970?highlight=*:*
Gem cabinet 2 (of 6) containing 43 medallions,Unknown Gem cabinet ,https://collections.ed.ac.uk/art/record/20616?highlight=*:*
Nude in Sunlight (1983),Gwen W. Hardie Nude in Sunlight ,https://collections.ed.ac.uk/art/record/22542?highlight=*:*
The Dead Christ (1831),Unknown The Dead Christ ,https://collections.ed.ac.uk/art/record/20573?highlight=*:*
Untitled,M. Donlevy Untitled,https://collections.ed.ac.uk/art/record/112506?highlight=*:*
Patchwork quilt (1700-1899),Unknown Patchwork quilt ,https://collections.ed.ac.uk/art/record/102731?highlight=*:*
Unknown,Leonard I. H. Gray Unknown,https://collections.ed.ac.uk/art/record/53486?highlight=*:*
Standing Female Nude (1925-1926),John Maxwell Standing Female Nude ,https://collections.ed.ac.uk/art/record/93357?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly Study for picture 'Waking of Brynhildr' ,https://collections.ed.ac.uk/art/record/50473?highlight=*:*
Standing Male Nude (1953),William Mercer Standing Male Nude ,https://collections.ed.ac.uk/art/record/20943?highlight=*:*
Standing Male Nude (1951),Matilda Smith Standing Male Nude ,https://collections.ed.ac.uk/art/record/21227?highlight=*:*
Unknown,Ursula Giles Unknown,https://collections.ed.ac.uk/art/record/53489?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot Standing Female Nude ,https://collections.ed.ac.uk/art/record/21246?highlight=*:*
Untitled (Unknown),Stella Auchinleck Untitled ,https://collections.ed.ac.uk/art/record/21572?highlight=*:*
Two Female Heads (1959),Denness Morton Two Female Heads ,https://collections.ed.ac.uk/art/record/21077?highlight=*:*
Prendre la clef des Chaps (1963),Ann F Ward Prendre la clef des Chaps ,https://collections.ed.ac.uk/art/record/99346?highlight=*:*
Untitled (2002-2007),Greta Grendaite Untitled ,https://collections.ed.ac.uk/art/record/99897?highlight=*:*
Untitled - Life Drawing of Reclining Nude Male (1967),Isobel T Johnstone Untitled - Life Drawing of Reclining Nude Male ,https://collections.ed.ac.uk/art/record/99250?highlight=*:*
Portrait of a Seated Woman (1958),Peter Standen Portrait of a Seated Woman ,https://collections.ed.ac.uk/art/record/20865?highlight=*:*
Seated Female Nude (1957),Hillary Lewis Seated Female Nude ,https://collections.ed.ac.uk/art/record/21160?highlight=*:*
Grandmother (1962),John Bellany Grandmother ,https://collections.ed.ac.uk/art/record/21532?highlight=*:*
Untitled (17 May 2000),Kate Stancliffe Untitled ,https://collections.ed.ac.uk/art/record/22001?highlight=*:*
Teacup,Emma Gillies Teacup,https://collections.ed.ac.uk/art/record/53641?highlight=*:*
Portrait of a Man (1959),Jean I. Beattie Portrait of a Man ,https://collections.ed.ac.uk/art/record/20919?highlight=*:*
Portrait of a Woman,V Timmins Portrait of a Woman,https://collections.ed.ac.uk/art/record/21442?highlight=*:*
Untitled (1995-1996),Arabella Harvey Untitled ,https://collections.ed.ac.uk/art/record/21724?highlight=*:*
Standing Figure (Circa 1979),Ursula M. Henning Standing Figure ,https://collections.ed.ac.uk/art/record/22517?highlight=*:*
The Room (1980),Stephen H. Harrison The Room ,https://collections.ed.ac.uk/art/record/122681?highlight=*:*
Unknown (1969),J Lyle Unknown ,https://collections.ed.ac.uk/art/record/53608?highlight=*:*
Large Bowl,Emma Gillies Large Bowl,https://collections.ed.ac.uk/art/record/53732?highlight=*:*
Untitled,Colin Vernall Untitled,https://collections.ed.ac.uk/art/record/22631?highlight=*:*
Untitled (1981),Isobel Jack Untitled ,https://collections.ed.ac.uk/art/record/21578?highlight=*:*
Magpie (1989),Jane V Hyslop Magpie ,https://collections.ed.ac.uk/art/record/99961?highlight=*:*
Unknown (1947),Margaret C. Ogilvy Unknown ,https://collections.ed.ac.uk/art/record/50494?highlight=*:*
Still Life with Figure (1961),Vivien Alexander Still Life with Figure ,https://collections.ed.ac.uk/art/record/122767?highlight=*:*
Standing Male Nude,John Hunter Standing Male Nude,https://collections.ed.ac.uk/art/record/21043?highlight=*:*
Fine lawn collar (1820),Unknown Fine lawn collar ,https://collections.ed.ac.uk/art/record/102681?highlight=*:*
Thick Pale Green,Unknown Thick Pale Green,https://collections.ed.ac.uk/art/record/22547?highlight=*:*
Still Life with Coffee Pot on Stool (1952),Mollie E N Langlands Still Life with Coffee Pot on Stool ,https://collections.ed.ac.uk/art/record/22711?highlight=*:*
Standing Female Nude (1959),C Byron Standing Female Nude ,https://collections.ed.ac.uk/art/record/20916?highlight=*:*
"Nylqhare, Whipsnade (31 AUG 1946)",Mabel D. Lawford Nylqhare,https://collections.ed.ac.uk/art/record/50535?highlight=*:*
Milkweed (1952),Margaret Lowengrund Milkweed ,https://collections.ed.ac.uk/art/record/21676?highlight=*:*
Untitled - Five Miners (1963),Felicity J Bostock Untitled - Five Miners ,https://collections.ed.ac.uk/art/record/99372?highlight=*:*
Untitled (Unknown),Catherine Temple Untitled ,https://collections.ed.ac.uk/art/record/21605?highlight=*:*
In the Kitchen (1989),Robert Bushe In the Kitchen ,https://collections.ed.ac.uk/art/record/22608?highlight=*:*
Portrait of a Man (Side View) (1958),Peter Standen Portrait of a Man ,https://collections.ed.ac.uk/art/record/20864?highlight=*:*
Standing Nude (1952),Mollie E N Langlands Standing Nude ,https://collections.ed.ac.uk/art/record/21018?highlight=*:*
Reclining and Seated Female Nudes (1994),Christopher Waite Reclining and Seated Female Nudes ,https://collections.ed.ac.uk/art/record/20747?highlight=*:*
Seated Female Nude (1957),Colin Turner Seated Female Nude ,https://collections.ed.ac.uk/art/record/20966?highlight=*:*
Seated Male (1955-1956),Eric Ritchie Seated Male ,https://collections.ed.ac.uk/art/record/20801?highlight=*:*
Untitled - Street View of Rooftops and Chimneys (1967-1968),Eileen E M Lawrence Untitled - Street View of Rooftops and Chimneys ,https://collections.ed.ac.uk/art/record/99260?highlight=*:*
Untitled,Derek Reid Untitled,https://collections.ed.ac.uk/art/record/22725?highlight=*:*
Abstract Composition in Black and Green (Circa 1967),George M. Donald Abstract Composition in Black and Green ,https://collections.ed.ac.uk/art/record/122834?highlight=*:*
Skeleton and Flowers (1958-1959),Peter Standen Skeleton and Flowers ,https://collections.ed.ac.uk/art/record/20794?highlight=*:*
Untitled (1983),Robert Rivers Untitled ,https://collections.ed.ac.uk/art/record/99809?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53658?highlight=*:*
Female Nude Adjusting Shoe (Recto)/ Seated Female Nude (Verso) (1948),John Thompson Female Nude Adjusting Shoe ,https://collections.ed.ac.uk/art/record/20843?highlight=*:*
Unknown (1950),James T. Ferguson Unknown ,https://collections.ed.ac.uk/art/record/53498?highlight=*:*
Untitled (1967),Kirkland Main Untitled ,https://collections.ed.ac.uk/art/record/21872?highlight=*:*
On Beinn na Lice (Unknown),Hazel Holmes On Beinn na Lice ,https://collections.ed.ac.uk/art/record/21943?highlight=*:*
Portrait (1976),Alison J. Michie Portrait ,https://collections.ed.ac.uk/art/record/122714?highlight=*:*
Untitled - Two Women (1961),Gavin Waddell Untitled - Two Women ,https://collections.ed.ac.uk/art/record/99455?highlight=*:*
The Bone Orchard,Alastair Flattely The Bone Orchard,https://collections.ed.ac.uk/art/record/21498?highlight=*:*
West Frieze of the Parthenon (1836-1837),West Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20673?highlight=*:*
Life Float and Boat,Ashley McCormick Life Float and Boat,https://collections.ed.ac.uk/art/record/21478?highlight=*:*
House in a Landscape,Unknown House in a Landscape,https://collections.ed.ac.uk/art/record/21501?highlight=*:*
Unknown (1938),Betty M. Ferguson Unknown ,https://collections.ed.ac.uk/art/record/53522?highlight=*:*
Nanduti lace collar,Unknown Nanduti lace collar,https://collections.ed.ac.uk/art/record/102694?highlight=*:*
Life Painting (Circa 1952),David Michie Life Painting ,https://collections.ed.ac.uk/art/record/20737?highlight=*:*
Unknown (1974),Richard Wiatrek Unknown ,https://collections.ed.ac.uk/art/record/50394?highlight=*:*
Portrait of a Man (1959),Grace Nichol Portrait of a Man ,https://collections.ed.ac.uk/art/record/21119?highlight=*:*
Seated Male Nude (1950s),John Houston Seated Male Nude ,https://collections.ed.ac.uk/art/record/21044?highlight=*:*
Untitled (Unknown),Frank Thomson Untitled ,https://collections.ed.ac.uk/art/record/21717?highlight=*:*
Candle and Shell at Sea* (1987),Donald Clark Candle and Shell at Sea,https://collections.ed.ac.uk/art/record/22729?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),Riders from the North Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20700?highlight=*:*
Teacup,Emma Gillies Teacup,https://collections.ed.ac.uk/art/record/53643?highlight=*:*
Seated Female Nude (1959),W Bryden Seated Female Nude ,https://collections.ed.ac.uk/art/record/21107?highlight=*:*
"Still Life with Jug of Flowers, Goblet and Fruit",Sir William George Gillies Still Life with Jug of Flowers,https://collections.ed.ac.uk/art/record/20753?highlight=*:*
A Cup Of Wine Together Will Make Us Glad- And A Little Friendship Is No Little Matter (1985),Elaine M. Stenning A Cup Of Wine Together Will Make Us Glad- And A Little Friendship Is No Little Matter ,https://collections.ed.ac.uk/art/record/99334?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21709?highlight=*:*
Unknown (1960),Vivien Alexander Unknown ,https://collections.ed.ac.uk/art/record/50626?highlight=*:*
Untitled (1965),Laura McPherson Untitled ,https://collections.ed.ac.uk/art/record/99390?highlight=*:*
Plate,Emma Gillies Plate,https://collections.ed.ac.uk/art/record/53668?highlight=*:*
